0.00000	1.22500
1000.00	1.11164
2000.00	1.00649
3000.00	0.909122
4000.00	0.819129
5000.00	0.736116
6000.00	0.659697
7000.00	0.589501
8000.00	0.525168
9000.00	0.466348
10000.0	0.412707
11000.0	0.363918
12000.0	0.310828
13000.0	0.265483
14000.0	0.226753
15000.0	0.193674
16000.0	0.165420
17000.0	0.141288
18000.0	0.120676
19000.0	0.103071
20000.0	0.0880349
21000.0	0.0748737
22000.0	0.0637273
23000.0	0.0542803
24000.0	0.0462674
25000.0	0.0394658
26000.0	0.0336882
27000.0	0.0287769
28000.0	0.0245988
29000.0	0.0210420
30000.0	0.0180119
31000.0	0.0154288
32000.0	0.0132250
33000.0	0.0112620
34000.0	0.00960889
35000.0	0.00821392
36000.0	0.00703441
37000.0	0.00603513
38000.0	0.00518691
39000.0	0.00446557
40000.0	0.00385101
41000.0	0.00332648
42000.0	0.00287802
43000.0	0.00249393
44000.0	0.00216443
45000.0	0.00188129
46000.0	0.00163760
47000.0	0.00142753
48000.0	0.00125825
49000.0	0.00110904
50000.0	0.000977525
51000.0	0.000861606
52000.0	0.000766867
53000.0	0.000681710
54000.0	0.000605252
55000.0	0.000536684
56000.0	0.000475263
57000.0	0.000420311
58000.0	0.000371207
59000.0	0.000327382
60000.0	0.000288321
61000.0	0.000253550
62000.0	0.000222640
63000.0	0.000195200
64000.0	0.000170875
65000.0	0.000149342
66000.0	0.000130308
67000.0	0.000113510
68000.0	0.0000987069
69000.0	0.0000856830
70000.0	0.0000742430
71000.0	0.0000642110
72000.0	0.0000552370
73000.0	0.0000474496
74000.0	0.0000407010
75000.0	0.0000348607
76000.0	0.0000298135
77000.0	0.0000254579
78000.0	0.0000217046
79000.0	0.0000184751
80000.0	0.0000157005
81000.0	0.0000133205
82000.0	0.0000112820
83000.0	0.00000953899
84000.0	0.00000805098
85000.0	0.00000677222
86000.0	0.00000564114
